id,name,abbr,team,pos,color,photo,gp,g,a,pts,plusMinus,pim,shots
8471685,Anze Kopitar,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8471685.png,54,11,22,33,14,8,78
8475168,Matt Duchene,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475168.png,44,13,20,33,-1,8,69
8476853,Morgan Rielly,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476853.png,67,9,24,33,-17,25,125
8481522,Peyton Krebs,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481522.png,70,9,24,33,7,76,76
8476875,Mike Matheson,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476875.png,66,6,27,33,10,28,100
8477950,Tony DeAngelo,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477950.png,70,5,28,33,-2,41,137
8482679,Matt Coronato,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482679.png,68,16,17,33,-28,20,171
8476882,Teuvo Teravainen,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476882.png,62,13,19,32,-19,6,77
8478498,Jake DeBrusk,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478498.png,68,14,18,32,-25,8,175
8477503,Max Domi,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477503.png,69,10,22,32,-21,65,103
8476885,Jacob Trouba,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476885.png,68,10,22,32,3,31,141
8484145,Zach Benson,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484145.png,53,8,24,32,23,24,88
8480817,K'Andre Miller,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480817.png,61,6,26,32,8,48,101
8482157,Will Cuylle,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482157.png,69,16,16,32,-14,41,128
8475287,Erik Haula,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475287.png,69,11,21,32,-16,50,107
8479351,Sam Steel,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479351.png,69,12,20,32,7,24,79
8475170,Brayden Schenn,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475170.png,68,14,18,32,-25,66,98
8477447,Shea Theodore,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477447.png,58,8,24,32,12,18,111
8478856,Conor Garland,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478856.png,58,12,20,32,-14,30,120
8482684,Luke Hughes,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482684.png,59,6,26,32,-6,28,134
8485414,Ben Kindel,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8485414.png,66,17,15,32,-9,18,134
8476432,Boone Jenner,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476432.png,54,10,22,32,2,34,107
8481716,Dmitri Voronkov,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481716.png,62,17,15,32,-1,59,110
8482705,Cole Sillinger,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482705.png,68,7,25,32,6,33,115
8478882,Vladislav Gavrikov,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478882.png,69,14,17,31,-13,46,103
8476419,Jean-Gabriel Pageau,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476419.png,62,15,16,31,4,2,68
8477948,Travis Sanheim,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477948.png,69,8,23,31,7,20,76
8482145,Mavrik Bourque,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482145.png,69,13,18,31,0,16,121
8477444,Andre Burakovsky,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477444.png,63,11,20,31,-21,16,77
8480797,Joel Farabee,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480797.png,69,16,15,31,-10,26,120
8478507,John Marino,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478507.png,70,4,27,31,38,16,50
8480068,Ryan Poehling,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480068.png,62,9,22,31,13,8,72
8478469,Thomas Chabot,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478469.png,54,7,24,31,6,22,95
8483489,Fraser Minten,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483489.png,70,16,15,31,22,14,100
8470621,Corey Perry,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8470621.png,58,13,18,31,0,66,94
8481617,Vasily Podkolzin,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481617.png,71,16,15,31,17,63,117
8477451,Ryan Hartman,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477451.png,67,16,15,31,-4,42,144
8478020,Michael Amadio,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478020.png,69,12,18,30,9,18,86
8476462,Dougie Hamilton,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476462.png,64,9,21,30,-7,42,175
8473994,Jamie Benn,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8473994.png,47,14,16,30,11,29,63
8483431,Logan Cooley,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483431.png,42,17,13,30,6,24,81
8481024,Linus Karlsson,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481024.png,66,13,17,30,-21,28,97
8481721,Arseny Gritsyuk,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481721.png,65,13,17,30,-5,26,148
8481581,Thomas Harley,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481581.png,57,6,24,30,0,20,96
8479638,Justin Brazeau,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479638.png,51,16,14,30,4,12,90
8482177,Marat Khusnutdinov,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482177.png,65,14,16,30,14,14,72
8478542,Evan Rodrigues,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478542.png,67,11,19,30,-15,38,158
8482475,Egor Chinakhov,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482475.png,60,15,15,30,1,10,113
8473533,Jordan Staal,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8473533.png,66,17,13,30,4,27,92
8481554,Kaapo Kakko,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481554.png,52,11,19,30,11,14,71
8476923,Damon Severson,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476923.png,68,7,22,29,16,45,88
8476461,Sean Couturier,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476461.png,66,7,22,29,-7,26,101
8481553,Bobby Brink,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481553.png,60,15,14,29,-1,24,94
8477416,Oliver Bjorkstrand,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477416.png,68,11,18,29,-12,10,118
8470613,Brent Burns,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8470613.png,68,10,19,29,27,24,142
8475200,Dmitry Orlov,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475200.png,68,3,26,29,-21,38,70
8481582,Nicholas Robertson,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481582.png,67,13,16,29,-8,8,109
8476455,Gabriel Landeskog,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476455.png,47,9,20,29,26,35,104
8480748,Kiefer Sherwood,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480748.png,58,21,8,29,-17,44,144
8484258,Sam Malinski,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484258.png,68,3,26,29,35,18,130
8475169,Evander Kane,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475169.png,66,12,17,29,-17,90,155
8482088,Justin Sourdif,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482088.png,66,13,16,29,15,29,95
8478458,Jack Roslovic,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478458.png,58,17,12,29,-10,16,119
8482079,Marco Rossi,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482079.png,37,9,19,28,-13,8,51
8476312,Josh Manson,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476312.png,68,5,23,28,39,76,102
8482476,Emil Heineman,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482476.png,70,20,8,28,-8,14,158
8474037,James van Riemsdyk,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8474037.png,61,15,13,28,-15,14,94
8483512,Matt Savoie,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483512.png,71,11,17,28,-1,20,104
8478854,Ryan Shea,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478854.png,69,4,24,28,24,22,64
8483485,Denton Mateychuk,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483485.png,62,11,17,28,13,4,73
8476399,Blake Coleman,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476399.png,57,16,12,28,10,41,141
8475798,Mikael Granlund,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475798.png,45,13,15,28,-11,18,88
8482092,Ridly Greig,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482092.png,64,11,17,28,7,77,108
8477986,Brandon Montour,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477986.png,51,8,20,28,-10,37,127
8482142,Jamie Drysdale,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482142.png,66,7,20,27,-6,31,86
8480980,Connor Dewar,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480980.png,69,14,13,27,10,12,103
8478500,Ivan Provorov,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478500.png,69,8,19,27,19,26,130
8481624,Ilya Mikheyev,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481624.png,64,13,14,27,-3,18,103
8471724,Kris Letang,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8471724.png,63,3,24,27,-7,34,100
8480188,Fabian Zetterlund,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480188.png,69,13,14,27,-2,16,113
8477987,Ryan Donato,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477987.png,69,14,13,27,-7,40,100
8482100,Alexander Nikishin,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482100.png,68,10,17,27,12,29,110
8477407,Anthony Duclair,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477407.png,60,12,15,27,0,12,72
8478109,Victor Olofsson,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478109.png,67,12,15,27,4,6,127
8476902,Esa Lindell,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476902.png,69,5,22,27,28,18,69
8482089,Jake Neighbours,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482089.png,56,14,12,26,-11,39,70
8482149,Cole Perfetti,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482149.png,55,9,17,26,-6,14,117
8484471,Emmitt Finnie,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484471.png,70,12,14,26,-7,6,108
8480448,Parker Kelly,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480448.png,68,15,11,26,10,22,83
8482655,J.J. Moser,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482655.png,66,7,19,26,45,60,97
8482055,Drew O'Connor,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482055.png,69,16,10,26,0,36,110
8473986,Alex Killorn,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8473986.png,69,11,15,26,-2,36,129
8479619,Michael Carcone,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479619.png,67,14,12,26,4,20,128
8482737,Zachary Bolduc,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482737.png,67,10,16,26,-7,24,94
8478450,Parker Wotherspoon,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478450.png,69,3,23,26,13,44,61
8482201,Gage Goncalves,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482201.png,60,11,15,26,22,37,61
8483890,Braeden Bowman,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483890.png,54,8,18,26,-16,12,75
8483500,Noah Ostlund,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483500.png,58,11,15,26,9,14,59
8480185,Eetu Luostarinen,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480185.png,60,8,17,25,-1,26,88
8475764,Cam Fowler,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475764.png,69,2,23,25,-13,14,82
8483525,Danila Yurov,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483525.png,64,10,15,25,-2,24,71
8483808,Andrei Kuzmenko,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483808.png,52,13,12,25,-4,16,69
8474102,David Perron,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8474102.png,53,10,15,25,1,26,75
8476826,Yanni Gourde,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476826.png,68,9,16,25,0,60,95
8480849,Barrett Hayton,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480849.png,65,10,15,25,3,54,119
8480873,Rasmus Sandin,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480873.png,63,4,21,25,10,10,79
8483450,Ryan Greene,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483450.png,68,9,16,25,-9,14,93
8480113,Alex Iafallo,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480113.png,69,11,14,25,3,12,94
8483524,Shane Wright,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483524.png,69,11,14,25,7,10,95
8482511,Mason Lohrei,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482511.png,65,7,18,25,11,18,65
8484241,Matthew Wood,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484241.png,58,15,10,25,-1,6,87
8480064,Josh Norris,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480064.png,32,10,15,25,4,6,47
8481546,Cam York,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481546.png,62,4,21,25,-1,28,78
8477506,Ryan Pulock,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477506.png,67,3,22,25,14,12,80
8479671,Mathieu Olivier,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479671.png,56,14,11,25,15,94,82
8484783,Artyom Levshunov,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484783.png,64,2,22,24,-35,42,76
8481598,Philip Broberg,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481598.png,68,4,20,24,2,10,84
8480855,Jack McBain,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480855.png,70,8,16,24,12,72,101
8483573,Ethen Frank,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483573.png,59,12,12,24,9,18,89
8478421,A.J. Greer,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478421.png,68,13,11,24,5,109,87
8476539,Jonathan Marchessault,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476539.png,50,11,13,24,-18,28,113
8477495,Seth Jones,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477495.png,43,6,18,24,-3,16,79
8475906,John Klingberg,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475906.png,53,10,14,24,-15,24,78
8473604,Jonathan Toews,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8473604.png,69,9,15,24,-18,32,95
8482245,Artem Zub,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482245.png,68,4,20,24,14,42,77
8482671,Owen Power,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482671.png,69,7,17,24,6,14,104
8477456,J.T. Compher,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477456.png,70,10,14,24,-4,25,83
8482074,Connor Zary,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482074.png,67,11,13,24,-11,18,99
8484829,Justin Hryckowian,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484829.png,68,10,13,23,0,43,70
8480434,Sean Durzi,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480434.png,49,5,18,23,-12,44,67
8479525,Ross Colton,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479525.png,60,8,15,23,13,13,137
8481606,Jordan Spence,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481606.png,60,4,19,23,17,10,84
8480459,Pius Suter,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480459.png,52,11,12,23,6,18,83
8478055,Gustav Forsling,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478055.png,68,2,21,23,-5,45,89
8480289,Morgan Barron,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480289.png,60,11,12,23,6,26,88
8483495,Simon Nemec,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483495.png,55,10,13,23,-2,24,85
8480336,Sean Walker,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480336.png,69,7,16,23,-2,55,151
8478463,Anthony Beauvillier,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478463.png,70,12,11,23,7,26,140
8478396,Noah Hanifin,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478396.png,59,3,20,23,-5,8,113
8479378,Logan Stanley,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479378.png,65,9,14,23,1,108,81
8476921,Jordan Martinook,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476921.png,66,10,13,23,5,29,97
8482713,Mackie Samoskevich,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482713.png,66,6,17,23,-6,26,139
8479314,Matthew Tkachuk,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479314.png,22,9,14,23,-6,37,66
8478874,Adam Gaudette,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478874.png,55,14,8,22,-11,16,82
8476981,Josh Anderson,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476981.png,61,13,9,22,-7,62,78
8476854,Hampus Lindholm,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476854.png,56,4,18,22,-3,56,87
8484158,Easton Cowan,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484158.png,55,9,13,22,1,35,81
8477346,MacKenzie Weegar,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477346.png,68,3,19,22,-32,76,136
8477494,Jonathan Drouin,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477494.png,59,4,18,22,-3,19,76
8484798,Zeev Buium,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484798.png,63,5,17,22,-21,18,62
8479996,Cody Glass,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479996.png,57,15,7,22,3,25,91
8478462,Nicolas Roy,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478462.png,67,7,15,22,-3,21,71
8475848,Brendan Gallagher,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475848.png,68,6,16,22,1,37,111
8483690,Noah Laba,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483690.png,65,9,12,21,-1,22,61
8479661,Tanner Jeannot,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479661.png,66,6,15,21,-5,59,70
8480426,Charle-Edouard D'Astous,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480426.png,56,4,17,21,-7,80,60
8477919,Freddy Gaudreau,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477919.png,55,5,16,21,4,11,54
8480796,Martin Fehervary,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480796.png,69,4,17,21,15,25,65
8480835,Jack Drury,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480835.png,68,8,13,21,12,29,78
8476869,Brady Skjei,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476869.png,69,1,20,21,-9,26,96
8475768,Jaden Schwartz,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475768.png,42,10,11,21,7,8,74
8477498,Darnell Nurse,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477498.png,71,7,14,21,-17,102,141
8484221,Calum Ritchie,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484221.png,53,9,12,21,-12,20,63
8482660,Kent Johnson,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482660.png,66,7,14,21,-5,16,105
8483565,Nick Blankenburg,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483565.png,52,6,15,21,-13,10,59
8478851,Alexandre Carrier,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478851.png,69,7,14,21,-1,34,56
8476931,Jake McCabe,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476931.png,69,3,18,21,11,44,65
8482762,Simon Edvinsson,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482762.png,60,9,12,21,10,71,72
8479675,Trevor Moore,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479675.png,56,9,12,21,-9,8,118
8476469,Joel Armia,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476469.png,54,10,10,20,2,24,67
8480995,Pontus Holmberg,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480995.png,61,9,11,20,3,23,75
8478508,Yakov Trenin,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478508.png,71,6,14,20,12,33,81
8484210,Gabe Perreault,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484210.png,36,7,13,20,-2,8,51
8480074,Alexandre Texier,NHL,NHL,L,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480074.png,45,8,12,20,7,10,69
8483490,Pavel Mintyukov,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8483490.png,64,8,12,20,-2,10,68
8475191,Reilly Smith,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475191.png,60,11,9,20,-10,4,74
8480798,Philipp Kurashev,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480798.png,42,7,13,20,0,16,61
8476393,Nick Cousins,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476393.png,68,8,12,20,7,74,63
8478133,Jake Evans,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478133.png,55,10,10,20,-6,8,65
8481618,Alex Newhook,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481618.png,29,10,10,20,8,8,39
8477220,Nate Schmidt,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477220.png,70,5,15,20,32,20,75
8474716,Jared Spurgeon,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8474716.png,71,6,13,19,2,14,83
8477507,Nikita Zadorov,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8477507.png,69,2,17,19,19,134,89
8478569,Noel Acciari,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8478569.png,55,9,10,19,8,21,76
8484223,Axel Sandin-Pellikka,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484223.png,63,6,13,19,-21,16,62
8484197,Oliver Moore,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8484197.png,51,5,14,19,-15,19,57
8479983,Mario Ferraro,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8479983.png,68,6,13,19,0,33,80
8475799,Nino Niederreiter,NHL,NHL,R,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8475799.png,55,8,11,19,-4,14,76
8481481,Blake Lizotte,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8481481.png,55,7,12,19,6,25,49
8482803,Olen Zellweger,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8482803.png,68,7,12,19,4,32,113
8476457,Adam Larsson,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8476457.png,69,5,14,19,-3,34,75
8474013,Ian Cole,NHL,NHL,D,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8474013.png,70,3,16,19,17,44,49
8480355,Mark Kastelic,NHL,NHL,C,#38bdf8,https://assets.nhle.com/mugs/nhl/latest/8480355.png,70,9,9,18,1,128,86
