id,name,abbr,color,photo,gp,g,a,pts,plusMinus
8481024,Linus Karlsson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481024.png,66,13,17,30,-21
8481581,Thomas Harley,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481581.png,57,6,24,30,0
8481721,Arseny Gritsyuk,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481721.png,65,13,17,30,-5
8479638,Justin Brazeau,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479638.png,51,16,14,30,4
8476462,Dougie Hamilton,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476462.png,64,9,21,30,-7
8473533,Jordan Staal,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8473533.png,66,17,13,30,4
8482177,Marat Khusnutdinov,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482177.png,65,14,16,30,14
8476923,Damon Severson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476923.png,68,7,22,29,16
8476461,Sean Couturier,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476461.png,66,7,22,29,-7
8470613,Brent Burns,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8470613.png,68,10,19,29,27
8475200,Dmitry Orlov,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475200.png,68,3,26,29,-21
8480748,Kiefer Sherwood,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480748.png,58,21,8,29,-17
8481582,Nicholas Robertson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481582.png,67,13,16,29,-8
8477416,Oliver Bjorkstrand,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477416.png,68,11,18,29,-12
8478458,Jack Roslovic,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478458.png,58,17,12,29,-10
8476455,Gabriel Landeskog,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476455.png,47,9,20,29,26
8484258,Sam Malinski,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484258.png,68,3,26,29,35
8475169,Evander Kane,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475169.png,66,12,17,29,-17
8482088,Justin Sourdif,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482088.png,66,13,16,29,15
8481553,Bobby Brink,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481553.png,60,15,14,29,-1
8482079,Marco Rossi,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482079.png,37,9,19,28,-13
8482476,Emil Heineman,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482476.png,70,20,8,28,-8
8474037,James van Riemsdyk,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8474037.png,61,15,13,28,-15
8476312,Josh Manson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476312.png,68,5,23,28,39
8482092,Ridly Greig,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482092.png,64,11,17,28,7
8477986,Brandon Montour,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477986.png,51,8,20,28,-10
8483485,Denton Mateychuk,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483485.png,62,11,17,28,13
8476399,Blake Coleman,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476399.png,57,16,12,28,10
8475798,Mikael Granlund,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475798.png,45,13,15,28,-11
8483512,Matt Savoie,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483512.png,71,11,17,28,-1
8478854,Ryan Shea,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478854.png,69,4,24,28,24
8480980,Connor Dewar,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480980.png,69,14,13,27,10
8478109,Victor Olofsson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478109.png,67,12,15,27,4
8477407,Anthony Duclair,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477407.png,60,12,15,27,0
8477987,Ryan Donato,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477987.png,69,14,13,27,-7
8482100,Alexander Nikishin,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482100.png,68,10,17,27,12
8471724,Kris Letang,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8471724.png,63,3,24,27,-7
8481624,Ilya Mikheyev,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481624.png,64,13,14,27,-3
8482142,Jamie Drysdale,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482142.png,66,7,20,27,-6
8478500,Ivan Provorov,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478500.png,69,8,19,27,19
8476902,Esa Lindell,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476902.png,69,5,22,27,28
8480188,Fabian Zetterlund,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480188.png,69,13,14,27,-2
8479619,Michael Carcone,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479619.png,67,14,12,26,4
8483890,Braeden Bowman,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483890.png,54,8,18,26,-16
8482089,Jake Neighbours,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482089.png,56,14,12,26,-11
8483500,Noah Ostlund,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483500.png,58,11,15,26,9
8480448,Parker Kelly,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480448.png,68,15,11,26,10
8478450,Parker Wotherspoon,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478450.png,69,3,23,26,13
8482655,J.J. Moser,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482655.png,66,7,19,26,45
8482201,Gage Goncalves,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482201.png,60,11,15,26,22
8473986,Alex Killorn,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8473986.png,69,11,15,26,-2
8484471,Emmitt Finnie,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484471.png,70,12,14,26,-7
8482149,Cole Perfetti,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482149.png,55,9,17,26,-6
8482055,Drew O'Connor,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482055.png,69,16,10,26,0
8482737,Zachary Bolduc,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482737.png,67,10,16,26,-7
8483808,Andrei Kuzmenko,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483808.png,52,13,12,25,-4
8477932,Aaron Ekblad,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477932.png,67,3,22,25,-7
8474102,David Perron,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8474102.png,53,10,15,25,1
8476456,Jonathan Huberdeau,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476456.png,50,10,15,25,-9
8484241,Matthew Wood,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484241.png,58,15,10,25,-1
8483524,Shane Wright,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483524.png,69,11,14,25,7
8480185,Eetu Luostarinen,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480185.png,60,8,17,25,-1
8480849,Barrett Hayton,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480849.png,65,10,15,25,3
8480873,Rasmus Sandin,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480873.png,63,4,21,25,10
8480113,Alex Iafallo,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480113.png,69,11,14,25,3
8479671,Mathieu Olivier,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479671.png,56,14,11,25,15
8481546,Cam York,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481546.png,62,4,21,25,-1
8475764,Cam Fowler,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475764.png,69,2,23,25,-13
8480064,Josh Norris,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480064.png,32,10,15,25,4
8481068,Yegor Sharangovich,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481068.png,65,14,11,25,-21
8483450,Ryan Greene,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483450.png,68,9,16,25,-9
8476826,Yanni Gourde,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476826.png,68,9,16,25,0
8482511,Mason Lohrei,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482511.png,65,7,18,25,11
8477506,Ryan Pulock,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477506.png,67,3,22,25,14
8483525,Danila Yurov,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483525.png,64,10,15,25,-2
8482671,Owen Power,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482671.png,69,7,17,24,6
8475906,John Klingberg,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475906.png,53,10,14,24,-15
8482245,Artem Zub,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482245.png,68,4,20,24,14
8480855,Jack McBain,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480855.png,70,8,16,24,12
8481598,Philip Broberg,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481598.png,68,4,20,24,2
8473604,Jonathan Toews,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8473604.png,69,9,15,24,-18
8478421,A.J. Greer,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478421.png,68,13,11,24,5
8484783,Artyom Levshunov,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484783.png,64,2,22,24,-35
8477495,Seth Jones,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477495.png,43,6,18,24,-3
8483573,Ethen Frank,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483573.png,59,12,12,24,9
8477456,J.T. Compher,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477456.png,70,10,14,24,-4
8476539,Jonathan Marchessault,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476539.png,50,11,13,24,-18
8482074,Connor Zary,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482074.png,67,11,13,24,-11
8479525,Ross Colton,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479525.png,60,8,15,23,13
8478396,Noah Hanifin,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478396.png,59,3,20,23,-5
8484829,Justin Hryckowian,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484829.png,68,10,13,23,0
8478055,Gustav Forsling,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478055.png,68,2,21,23,-5
8481606,Jordan Spence,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481606.png,60,4,19,23,17
8480459,Pius Suter,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480459.png,52,11,12,23,6
8480289,Morgan Barron,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480289.png,60,11,12,23,6
8483495,Simon Nemec,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483495.png,55,10,13,23,-2
8478463,Anthony Beauvillier,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478463.png,70,12,11,23,7
8476921,Jordan Martinook,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476921.png,66,10,13,23,5
8479378,Logan Stanley,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479378.png,65,9,14,23,1
8480434,Sean Durzi,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480434.png,49,5,18,23,-12
8479314,Matthew Tkachuk,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479314.png,22,9,14,23,-6
8480336,Sean Walker,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480336.png,69,7,16,23,-2
8482713,Mackie Samoskevich,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482713.png,66,6,17,23,-6
8476854,Hampus Lindholm,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476854.png,56,4,18,22,-3
8476981,Josh Anderson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476981.png,61,13,9,22,-7
8475848,Brendan Gallagher,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475848.png,68,6,16,22,1
8484798,Zeev Buium,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484798.png,63,5,17,22,-21
8478874,Adam Gaudette,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478874.png,55,14,8,22,-11
8477494,Jonathan Drouin,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477494.png,59,4,18,22,-3
8479996,Cody Glass,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479996.png,57,15,7,22,3
8478462,Nicolas Roy,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478462.png,67,7,15,22,-3
8484158,Easton Cowan,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484158.png,55,9,13,22,1
8477346,MacKenzie Weegar,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477346.png,68,3,19,22,-32
8480426,Charle-Edouard D'Astous,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480426.png,56,4,17,21,-7
8483690,Noah Laba,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483690.png,65,9,12,21,-1
8477919,Freddy Gaudreau,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477919.png,55,5,16,21,4
8477498,Darnell Nurse,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477498.png,71,7,14,21,-17
8476931,Jake McCabe,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476931.png,69,3,18,21,11
8476869,Brady Skjei,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476869.png,69,1,20,21,-9
8484221,Calum Ritchie,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484221.png,53,9,12,21,-12
8479661,Tanner Jeannot,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479661.png,66,6,15,21,-5
8480796,Martin Fehervary,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480796.png,69,4,17,21,15
8480835,Jack Drury,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480835.png,68,8,13,21,12
8482762,Simon Edvinsson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482762.png,60,9,12,21,10
8482660,Kent Johnson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482660.png,66,7,14,21,-5
8475768,Jaden Schwartz,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475768.png,42,10,11,21,7
8479675,Trevor Moore,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479675.png,56,9,12,21,-9
8483565,Nick Blankenburg,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483565.png,52,6,15,21,-13
8478851,Alexandre Carrier,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478851.png,69,7,14,21,-1
8480995,Pontus Holmberg,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480995.png,61,9,11,20,3
8475191,Reilly Smith,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475191.png,60,11,9,20,-10
8484210,Gabe Perreault,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484210.png,36,7,13,20,-2
8481618,Alex Newhook,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481618.png,29,10,10,20,8
8476393,Nick Cousins,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476393.png,68,8,12,20,7
8478508,Yakov Trenin,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478508.png,71,6,14,20,12
8480798,Philipp Kurashev,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480798.png,42,7,13,20,0
8478133,Jake Evans,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478133.png,55,10,10,20,-6
8477220,Nate Schmidt,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477220.png,70,5,15,20,32
8483490,Pavel Mintyukov,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483490.png,64,8,12,20,-2
8480074,Alexandre Texier,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480074.png,45,8,12,20,7
8476469,Joel Armia,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476469.png,54,10,10,20,2
8474013,Ian Cole,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8474013.png,70,3,16,19,17
8475799,Nino Niederreiter,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475799.png,55,8,11,19,-4
8484197,Oliver Moore,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484197.png,51,5,14,19,-15
8474716,Jared Spurgeon,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8474716.png,71,6,13,19,2
8478569,Noel Acciari,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478569.png,55,9,10,19,8
8481481,Blake Lizotte,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481481.png,55,7,12,19,6
8484223,Axel Sandin-Pellikka,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484223.png,63,6,13,19,-21
8476457,Adam Larsson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476457.png,69,5,14,19,-3
8482803,Olen Zellweger,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482803.png,68,7,12,19,4
8477507,Nikita Zadorov,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477507.png,69,2,17,19,19
8479983,Mario Ferraro,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479983.png,68,6,13,19,0
8479977,Kailer Yamamoto,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479977.png,48,10,8,18,10
8476392,Adam Lowry,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476392.png,57,4,14,18,-2
8482751,Ryan Winterton,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482751.png,62,4,14,18,1
8474563,Drew Doughty,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8474563.png,59,5,13,18,-3
8476331,Dylan DeMelo,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476331.png,69,3,15,18,6
8478013,Jake Walman,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478013.png,42,8,10,18,-13
8475151,Kyle Palmieri,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475151.png,25,6,12,18,-2
8480355,Mark Kastelic,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480355.png,70,9,9,18,1
8479390,Taylor Raddysh,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479390.png,63,9,9,18,3
8484240,Tom Willander,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484240.png,57,4,14,18,-14
8476441,Joel Edmundson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476441.png,69,2,16,18,5
8479591,Michael Eyssimont,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479591.png,52,8,10,18,-4
8481013,Jonatan Berggren,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481013.png,40,7,11,18,-2
8476374,Sean Kuraly,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476374.png,70,5,12,17,-5
8475167,Victor Hedman,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475167.png,33,1,16,17,-1
8476889,Radek Faksa,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476889.png,56,2,15,17,1
8475343,Nic Dowd,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475343.png,63,4,13,17,-6
8481568,Alex Vlasic,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481568.png,68,2,15,17,-14
8475794,Tyler Seguin,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475794.png,27,7,10,17,10
8481806,Louis Crevier,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481806.png,65,5,12,17,-1
8475324,Nick Jensen,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475324.png,61,4,13,17,-2
8480762,Eric Robinson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480762.png,55,12,5,17,8
8478038,Devon Toews,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478038.png,55,2,15,17,25
8475231,Casey Cizikas,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475231.png,69,8,8,16,-4
8476479,Phillip Danault,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476479.png,63,5,11,16,-2
8478233,Andrew Mangiapane,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478233.png,59,8,8,16,-22
8476873,Mark Jankowski,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476873.png,56,7,9,16,4
8478434,Keegan Kolesar,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478434.png,70,6,10,16,-15
8478831,Kevin Stenlund,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478831.png,68,4,12,16,-7
8482634,Alex Steeves,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482634.png,41,9,7,16,5
8475208,Brian Dumoulin,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475208.png,69,2,14,16,5
8485402,Michael Misa,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8485402.png,31,7,9,16,0
8478911,Matt Roy,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478911.png,67,2,14,16,13
8476463,Jonas Brodin,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476463.png,52,3,13,16,16
8476872,Scott Laughton,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476872.png,51,10,6,16,-3
8479353,Brett Howden,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479353.png,46,9,7,16,-4
8480860,Kevin Bahl,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8480860.png,68,4,12,16,2
8475842,Sam Carrick,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475842.png,68,9,7,16,2
8485702,Max Shabanov,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8485702.png,42,4,12,16,-5
8482095,Tyler Kleven,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482095.png,64,3,13,16,0
8484164,Dalibor Dvorsky,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484164.png,58,10,6,16,-4
8483464,Marco Kasper,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483464.png,69,7,9,16,-13
8477450,Jason Dickinson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477450.png,56,7,8,15,-9
8483609,Adam Klapka,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483609.png,67,5,10,15,-8
8481789,Tye Kartye,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481789.png,51,5,10,15,-6
8477018,Ben Hutton,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477018.png,52,6,9,15,4
8476897,Oskar Sundqvist,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476897.png,49,4,11,15,-17
8477953,Kasperi Kapanen,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477953.png,30,7,8,15,6
8482073,Braden Schneider,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482073.png,69,2,13,15,-8
8483752,Dominic James,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483752.png,43,7,8,15,4
8484136,Max Sasson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484136.png,58,11,4,15,-10
8479998,Mikey Anderson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479998.png,67,4,11,15,0
8478970,Jalen Chatfield,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478970.png,62,1,14,15,15
8484304,Uvis Balinskis,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484304.png,54,5,10,15,-13
8478904,Steven Lorentz,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478904.png,61,5,10,15,2
8483570,Ben Meyers,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483570.png,44,7,8,15,-7
8477446,Michael McCarron,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477446.png,68,6,9,15,-15
8476878,Zemgus Girgensons,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476878.png,61,8,7,15,-2
8482858,Ryker Evans,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482858.png,54,7,7,14,7
8477527,Ross Johnston,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477527.png,62,3,11,14,0
8481525,Matthew Robertson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481525.png,59,4,10,14,-4
8476892,Colton Parayko,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476892.png,64,1,13,14,-12
8476473,Connor Murphy,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476473.png,69,5,9,14,-8
8483499,Liam Ohgren,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483499.png,56,7,7,14,-6
8481043,Cole Koepke,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481043.png,53,6,8,14,1
8476917,Adam Pelech,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476917.png,70,4,10,14,5
8477969,Marcus Pettersson,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477969.png,69,1,13,14,-9
8475455,Brenden Dillon,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475455.png,69,3,11,14,-8
8481527,Kaedan Korczak,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481527.png,69,3,11,14,7
8476458,Ryan Strome,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476458.png,41,4,10,14,-9
8479992,Michael Rasmussen,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479992.png,61,6,8,14,-9
8483733,Nikita Grebenkin,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483733.png,55,4,10,14,-7
8482176,Wyatt Kaiser,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8482176.png,64,6,8,14,-10
8481523,Kirby Dach,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481523.png,32,8,6,14,0
8477425,Miles Wood,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477425.png,44,8,6,14,-6
8481532,Alex Turcotte,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481532.png,60,3,11,14,-7
8477998,Warren Foegele,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477998.png,55,11,3,14,-2
8478136,Jake Middleton,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478136.png,64,1,13,14,2
8477478,William Carrier,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8477478.png,58,6,8,14,1
8476292,Ondrej Palat,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8476292.png,69,5,9,14,-8
8481032,Paul Cotter,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8481032.png,66,8,6,14,-17
8478057,Dakota Joshua,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8478057.png,48,9,5,14,-2
8479980,Nicolas Hague,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8479980.png,55,3,11,14,-4
8474151,Ryan McDonagh,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8474151.png,35,5,8,13,11
8484800,Berkly Catton,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8484800.png,53,6,7,13,-5
8475462,Radko Gudas,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8475462.png,52,2,11,13,-1
8483506,Sam Rinzel,NHL,#333,https://assets.nhle.com/mugs/nhl/latest/8483506.png,41,3,10,13,-3
